Br_ID,Phase,Work_Type,Lat,Long,Damage State,Description,Hwy,Hwy Name,MP,DISTRICT,STRUCNAME,Carries,Crosses,DetourLenth_mi,YEARBUILT,LENGTH_ft,ADMINAREA,DESIGNMAIN,MATERIALMAIN
07530,4,Retrofit,44.63103,-123.99111,DS5,Seismically Vulnerable,033,Corvallis-Newport Hwy,3.23,04,"Beaver Creek, Hwy 33 at MP 3.23",US 20 (HWY 33),BEAVER CREEK,18.61,1953,75.00,R2,1 Concrete,04 Tee Beam
07532,4,Retrofit,44.62521,-123.97528,DS5,Seismically Vulnerable,033,Corvallis-Newport Hwy,4.19,04,"Beaver Creek, Hwy 33 at MP 4.19",US 20 (HWY 33),BEAVER CREEK,50.35,1953,75.00,R2,1 Concrete,04 Tee Beam
07533,4,Rehab+,44.62692,-123.97,DS5,Seismically Vulnerable,033,Corvallis-Newport Hwy,4.47,04,"Beaver Creek, Hwy 33 at MP 4.47",US 20 (HWY 33),BEAVER CREEK,50.35,1953,75.00,R2,1 Concrete,04 Tee Beam
07534,4,Retrofit,44.63023,-123.95333,DS5,Seismically Vulnerable,033,Corvallis-Newport Hwy,5.36,04,"Little Beaver Creek, Hwy 33",US 20 (HWY 33),LITTLE BEAVER CREEK,18.61,1953,75.00,R2,1 Concrete,04 Tee Beam
00439B,4,Retrofit,44.63218,-123.94944,DS3,Seismically Vulnerable,033,Corvallis-Newport Hwy,5.59,04,"Depot Slough, Hwy 33",US 20 (HWY 33),DEPOT SLOUGH,44.90,1960,24.00,R2,2 Concrete Continuous,19 Culvert
00931,4,Retrofit,44.65472,-123.79111,DS2,Potentially Seismically Vulnerable,033,Corvallis-Newport Hwy,21.71,04,"Peterson Creek, Hwy 33",US 20 (HWY 33),PETERSON CREEK,26.00,1962,49.00,R2,1 Concrete,22 Channel Beam
00683,4,Reconstruct,44.63482,-123.77611,DS5,Seismically Vulnerable,033,Corvallis-Newport Hwy,23.38,04,"Yaquina River, Hwy 33",US 20 (HWY 33),YAQUINA RIVER,34.80,1923,132.00,R2,3 Steel,10 Truss-Thru
00866B,4,Rehab+,44.59658,-123.52028,DS2,Potentially Seismically Vulnerable,033,Corvallis-Newport Hwy,39.34,04,"Marys River & WPRR, Hwy 33 at MP 39.34",US 20 (HWY 33),MARYS RIVER & WPRR,34.80,1955,297.00,R2,2 Concrete Continuous,04 Tee Beam
00773A,4,Retrofit,44.59912,-123.50833,DS4,Seismically Vulnerable,033,Corvallis-Newport Hwy,39.96,04,"Norton Creek, Hwy 33",US 20 (HWY 33),NORTON CREEK,34.80,1975,84.00,R2,5 Prestressed Concrete,01 Slab
01206A,4,Retrofit,44.59373,-123.44,DS4,Seismically Vulnerable,033,Corvallis-Newport Hwy,43.91,04,"Marys River, Hwy 33 at MP 43.91",US 20 (HWY 33),MARYS RIVER,34.80,1966,230.00,R2,5 Prestressed Concrete,02 Stringer/Girder
01205A,4,Reconstruct,44.5862,-123.42861,DS4,Seismically Vulnerable,033,Corvallis-Newport Hwy,45.68,04,Hwy 33 over Harris Rd & WPRR (Wren Conn),US 20 (HWY 33) ,HARRIS ROAD & WPRR,30.00,1927,211.68,R2,1 Concrete,04 Tee Beam
01075A,4,Retrofit,44.54765,-123.39889,DS2,Potentially Seismically Vulnerable,033,Corvallis-Newport Hwy,48.88,04,"Marys River, Hwy 33 at MP 48.88 (Noon)",US 20 (HWY 33),MARYS RIVER,0.50,1954,170.00,R2,2 Concrete Continuous,04 Tee Beam
08628,4,Retrofit,44.55515,-123.27944,DS2,Potentially Seismically Vulnerable,033,Corvallis-Newport Hwy,55.16,04,"Oak Creek, Hwy 33 ",US 20 (HWY 33),OAK CREEK,1.00,1960,24.00,R2,2 Concrete Continuous,19 Culvert
08617,4,Retrofit,44.55633,-123.26861,DS2,Potentially Seismically Vulnerable,033,Corvallis-Newport Hwy,55.73,04,Hwy 33 over WPRR,US 20 (HWY 33),WPRR,2.00,1960,175.00,R2,2 Concrete Continuous,04 Tee Beam
08616,4,Rehab+,44.55628,-123.26583,DS5,Seismically Vulnerable,033,Corvallis-Newport Hwy,55.86,04,Hwy 33 EB Conn. to Hwy 1W NB over Hwy 1W SB,US 20 (HWY 33) EB ,HWY 1W SB,2.00,1960,470.99,R2,3 Steel,02 Stringer/Girder
16874,4,Rehab+,44.55712,-123.26444,DS2,Potentially Seismically Vulnerable,033,Corvallis-Newport Hwy,55.96,04,Hwy 33 over SW 3rd St & SW 4th Street (Corvallis),OR 34 (HWY 33) ,3RD & 4TH STREETS,0.00,1992,1257.48,R2,5 Prestressed Concrete,02 Stringer/Girder
16873,4,Rehab+,44.55804,-123.26056,DS3,Seismically Vulnerable,033,Corvallis-Newport Hwy,56.15,04,"Willamette R., Hwy 33 (""B"" Ave) (Corvallis Bypass)",OR 34 (HWY 33) ,WILLAMETTE RIVER,1.00,1991,659.99,R2,5 Prestressed Concrete,02 Stringer/Girder
17053,4,Retrofit,44.55774,-123.26306,DS3,Seismically Vulnerable,033,Corvallis-Newport Hwy,56.35,04,Hwy 33 WB Conn to Hwy 1W SB over SW 3rd St.,OR 34 (HWY 33) CON,SW 3RD STREET,0.00,1991,799.99,R2,5 Prestressed Concrete,02 Stringer/Girder
08281,4,Retrofit,43.29198,-124.21917,DS2,Potentially Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,0.07,07,Hwy 35 over Hwy 9 NB,OR 42 (HWY 035) EB,US 101 NB (HWY 009),25.40,1959,275.00,R3,2 Concrete Continuous,05 Multiple Box Beam
03168A,4,Retrofit,43.28849,-124.22611,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,0.57,07,"Davis Slough, Hwy 35 EB",OR 42 (HWY 035) EB,DAVIS SLOUGH,23.45,1962,212.00,R3,1 Concrete,04 Tee Beam
06516A,4,Retrofit,43.28837,-124.22611,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,0.77,07,"Davis Slough, Hwy 35 WB",OR 42 (HWY 035) WB,DAVIS SLOUGH,23.45,1987,167.00,R3,5 Prestressed Concrete,01 Slab
03172A,4,Reconstruct,43.24574,-124.225,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,4.14,07,Hwy 35 over CBRL,OR 42 (HWY 035) ,CBRL,23.45,1949,178.00,R3,2 Concrete Continuous,04 Tee Beam
03173A,5,Reconstruct,43.22738,-124.23556,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,5.37,07,"Beaver Creek, Hwy 35 EB",OR 42 (HWY 035) EB,BEAVER CREEK,23.45,1949,731.99,R3,2 Concrete Continuous,02 Stringer/Girder
03173B,4,Rehab+,43.22742,-124.23583,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,5.37,07,"Beaver Creek, Hwy 35 WB",OR 42 (HWY 035) WB,BEAVER CREEK,23.45,1960,731.99,R3,2 Concrete Continuous,04 Tee Beam
17140,4,Retrofit,43.18042,-124.20111,DS4,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,10.45,07,"Cunningham Creek, Hwy 35 at MP 10.45",OR 42 (HWY 035),CUNNINGHAM CREEK,0.23,1993,96.00,R3,5 Prestressed Concrete,01 Slab
17165,4,Retrofit,43.17887,-124.19917,DS4,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,10.59,07,"Cunningham Creek Oflow, Hwy 35",OR 42 (HWY 035),CUNNINGHAM CREEK O'FLOW,0.23,1993,188.08,R3,5 Prestressed Concrete,01 Slab
01056A,4,Retrofit,43.07844,-124.13778,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,19.57,07,"North Fork Coquille River, Hwy 35",OR 42 (HWY 035),N FK COQUILLE RIVER,19.00,1970,1505.98,R3,6 P/S Conc Continuous,02 Stringer/Girder
08512A,4,Retrofit,43.07517,-124.13778,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,19.8,07,"Overflow Channel, Hwy 35 at MP 19.80",OR 42 (HWY 035),OVERFLOW CHANNEL,37.87,1970,120.42,R3,5 Prestressed Concrete,01 Slab
08842,4,Rehab+,43.03293,-124.11417,DS2,Potentially Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,23.37,07,"Middle Fork Coquille River, Hwy 35 at MP 23.37",OR 42 (HWY 035) ,COQUILLE RIVER,37.87,1962,469.99,R3,2 Concrete Continuous,05 Multiple Box Beam
08843,4,Rehab+,43.03218,-124.11222,DS3,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,23.48,07,Hwy 35 over Hwy 242,OR 42 (HWY 035),HWY 242,68.00,1962,182.00,R3,2 Concrete Continuous,04 Tee Beam
08830,4,Rehab+,43.03212,-124.10028,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,24.32,07,"Middle Fork Coquille River, Hwy 35 at MP 24.32",OR 42 (HWY 035),COQUILLE RIVER,37.87,1962,336.00,R3,3 Steel,02 Stringer/Girder
08875,4,Rehab+,43.02469,-124.08194,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,25.52,07,"Middle Fork Coquille River, Hwy 35 at MP 25.52",OR 42 (HWY 035) ,COQUILLE RIVER,37.87,1962,400.00,R3,3 Steel,02 Stringer/Girder
08876,4,Retrofit,43.02672,-124.08111,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,25.67,07,"Middle Fork Coquille River, Hwy 35 at MP 25.67",OR 42 (HWY 035) ,COQUILLE RIVER,68.00,1962,265.00,R3,3 Steel,02 Stringer/Girder
03212A,4,Retrofit,43.03692,-124.06972,DS3,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,26.72,07,"Endicot Creek, Hwy 35",OR 42 (HWY 035) ,ENDICOT CREEK,68.00,1962,120.00,R3,2 Concrete Continuous,04 Tee Beam
08936,4,Rehab+,43.02588,-124.01556,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,30.1,07,"Middle Fork Coquille River, Hwy 35 at MP 30.10",OR 42 (HWY 035),COQUILLE RIVER,37.87,1962,332.00,R3,3 Steel,02 Stringer/Girder
08935,4,Retrofit,43.02173,-124.0075,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,30.59,07,"Middle Fork Coquille River, Hwy 35 at MP 30.59",OR 42 (HWY 035) ,COQUILLE RIVER,27.00,1962,479.99,R3,3 Steel,02 Stringer/Girder
00482B,4,Rehab+,43.00598,-123.89194,DS2,Potentially Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,37.31,07,"Sandy Creek, Hwy 35",OR 42 (HWY 035),SANDY CREEK,37.87,1979,155.00,R3,5 Prestressed Concrete,01 Slab
09185,4,Retrofit,42.98812,-123.8725,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,40.56,07,"Middle Fork Coquille River, Hwy 35 at MP 40.56",OR 42 (HWY 035) ,COQUILLE RIVER,123.65,1964,270.00,R3,5 Prestressed Concrete,02 Stringer/Girder
09186,4,Rehab+,42.98616,-123.86944,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,40.77,07,"Middle Fork Coquille River, Hwy 35 at MP 40.77",OR 42 (HWY 035) ,COQUILLE RIVER,37.87,1964,342.00,R3,5 Prestressed Concrete,02 Stringer/Girder
09215,4,Retrofit,42.96228,-123.85472,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,43.15,07,"Middle Fork Coquille River, Hwy 35 at MP 43.15",OR 42 (HWY 035) ,COQUILLE RIVER,37.87,1964,338.00,R3,5 Prestressed Concrete,02 Stringer/Girder
09216,4,Retrofit,42.9627,-123.84667,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,43.58,07,"Middle Fork Coquille River, Hwy 35 at MP 43.58",OR 42 (HWY 035) ,COQUILLE RIVER,37.87,1965,354.00,R3,5 Prestressed Concrete,02 Stringer/Girder
09310A,4,Rehab+,42.96621,-123.76972,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,47.68,07,"Middle Fork Coquille River, Hwy 35 at MP 47.68",OR 42 (HWY 035) ,MIDDLE FK COQUILLE RIVER,37.87,1976,443.24,R3,5 Prestressed Concrete,02 Stringer/Girder
09311,4,Retrofit,42.97254,-123.75278,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,48.63,07,"Middle Fork Coquille River, Hwy 35 at MP 48.63",OR 42 (HWY 035),COQUILLE RIVER MIDDLE FK,0.05,1976,242.00,R3,5 Prestressed Concrete,02 Stringer/Girder
16410,4,Retrofit,42.99326,-123.72833,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,50.7,07,"Middle Fork Coquille River, Hwy 35 at MP 51.46",OR 42 (HWY 035) ,MIDDLE FK COQUILLE RIVER,37.87,1984,271.00,R3,5 Prestressed Concrete,02 Stringer/Girder
16411,4,Retrofit,42.99482,-123.72472,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,50.93,07,"Middle Fork Coquille River, Hwy 35 at MP 51.69",OR 42 (HWY 035) ,MIDDLE FK COQUILLE RIVER,37.87,1983,287.00,R3,5 Prestressed Concrete,02 Stringer/Girder
16412,4,Retrofit,42.99562,-123.72194,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,51.08,07,"Middle Fork Coquille River, Hwy 35 at MP 51.85",OR 42 (HWY 035) ,MIDDLE FK COQUILLE RIVER,37.87,1984,220.00,R3,5 Prestressed Concrete,02 Stringer/Girder
16414,4,Retrofit,42.9987,-123.7175,DS4,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,51.4,07,"Middle Fork Coquille River, Hwy 35 at MP 52.16",OR 42 (HWY 035) ,MIDDLE FK COQUILLE RIVER,37.87,1984,180.00,R3,5 Prestressed Concrete,02 Stringer/Girder
16415,4,Retrofit,43.00013,-123.71694,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,51.5,07,"Middle Fork Coquille River, Hwy 35 at MP 52.26",OR 42 (HWY 035) ,MIDDLE FK COQUILLE RIVER,37.87,1984,275.00,R3,5 Prestressed Concrete,02 Stringer/Girder
16606,4,Retrofit,43.0055,-123.70778,DS5,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,52.16,07,"Middle Fork Coquille River, Hwy 35 at MP 52.90",OR 42 (HWY 035) ,MIDDLE FK COQUILLE RIVER,37.87,1984,230.00,R3,5 Prestressed Concrete,02 Stringer/Girder
00559B,4,Reconstruct,43.00842,-123.70417,DS2,Potentially Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,52.42,07,"Middle Fork Coquille River, Hwy 35 at MP 52.42",OR 42 (HWY 035),MIDDLE FK COQUILLE RIVER,68.00,1948,141.36,R3,2 Concrete Continuous,04 Tee Beam
00588C,4,Reconstruct,43.09009,-123.56972,DS2,Potentially Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,63.97,07,"Tenmile Creek, Hwy 35",OR 42 (HWY 035),TENMILE CREEK,14.00,1949,140.00,R3,2 Concrete Continuous,04 Tee Beam
00587C,4,Reconstruct,43.11331,-123.50778,DS2,Potentially Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,67.61,07,"Olalla Creek, Hwy 35 (Upper Lookingglass)",OR 42 (HWY 035),OLALLA CREEK,37.87,1949,182.00,R3,2 Concrete Continuous,04 Tee Beam
00805C,4,Reconstruct,43.11772,-123.42861,DS2,Potentially Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,72.52,07,"Lower Lookingglass Creek, Hwy 35",OR 42 (HWY 035),LOWER LOOKINGGLASS CRK,37.87,1949,182.00,R3,2 Concrete Continuous,04 Tee Beam
01986A,4,Rehab+,43.13094,-123.40417,DS2,Potentially Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,74.13,07,"South Umpqua Oflow, Hwy 35 at MP 74.13",OR 42 (HWY 035),S. UMPQUA OFLOW,16.00,1976,110.00,R3,2 Concrete Continuous,01 Slab
01923,4,Reconstruct,43.13368,-123.39889,DS4,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,74.47,07,"South Umpqua River, Hwy 35 EB (Winston)",OR 42 (HWY 035) EB,EB S UMPQUA RV (WINSTON),1.00,1934,554.83,R3,3 Steel,12 Arch-Thru
01923A,4,Retrofit,43.13379,-123.39889,DS4,Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,74.47,07,"South Umpqua River, Hwy 35 WB (Winston)",OR 42 (HWY 035) WB,WB S.UMPQUA RV (WINSTON),1.00,1976,561.99,R3,6 P/S Conc Continuous,02 Stringer/Girder
02173A,4,Retrofit,43.14771,-123.37583,DS2,Potentially Seismically Vulnerable,035,Coos Bay-Roseburg Hwy,75.99,07,"Creek & CORP, Hwy 35 (Shady)",OR 42 (HWY 035),CORP,16.00,1976,370.00,R3,6 P/S Conc Continuous,02 Stringer/Girder
13491,2,Retrofit,45.02085,-123.97389,DS3,Seismically Vulnerable,039,Salmon River Hwy,0.04,04,Hwy 39 over Hwy 9,OR 18 (HWY 39),US 101 (HWY 9),29.95,1962,186.30,R2,2 Concrete Continuous,02 Stringer/Girder
04190,2,Reconstruct,45.00256,-123.90333,DS5,Seismically Vulnerable,039,Salmon River Hwy,3.96,04,"Bear Creek, Hwy 39",OR 18 (HWY 39),BEAR CREEK,6.00,1930,99.25,R2,1 Concrete,02 Stringer/Girder
01211A,2,Reconstruct,45.01101,-123.87972,DS5,Seismically Vulnerable,039,Salmon River Hwy,5.34,04,"Slick Rock Creek, Hwy 39",OR 18 (HWY 39),SLICK ROCK CREEK,13.70,1930,182.00,R2,2 Concrete Continuous,02 Stringer/Girder
04192,2,Reconstruct,45.01911,-123.86667,DS2,Potentially Seismically Vulnerable,039,Salmon River Hwy,6.23,04,"Salmon River, Hwy 39",OR 18 (HWY 39),SALMON RIVER,13.70,1930,154.83,R2,1 Concrete,11 Arch-Deck
04573,2,Reconstruct,45.06018,-123.65778,DS3,Seismically Vulnerable,039,Salmon River Hwy,18.78,04,"Rogue River, Hwy 39",OR 18 (HWY 39),ROGUE RIVER,2.50,1942,76.00,R2,2 Concrete Continuous,02 Stringer/Girder
01612A,2,Reconstruct,45.05818,-123.60194,DS3,Seismically Vulnerable,039,Salmon River Hwy,21.55,04,"South Yamhill River, Hwy 39 at MP 21.55",OR 18 (HWY 39),S. YAMHILL RIVER,2.00,1931,122.00,R2,2 Concrete Continuous,02 Stringer/Girder
00745,2,Reconstruct,45.06119,-123.5575,DS2,Potentially Seismically Vulnerable,039,Salmon River Hwy,23.77,03,"South Yamhill River, Hwy 39 at MP 23.77",OR 18 (HWY 39),S. YAMHILL RIVER,15.00,1946,272.00,R2,2 Concrete Continuous,02 Stringer/Girder
08320,2,Rehab+,45.05484,-123.49306,DS4,Seismically Vulnerable,039,Salmon River Hwy,27.17,03,"South Yamhill River & Hwy 157, Hwy 39 at MP 27.17",OR 18 (HWY 39),S. YAMHILL R & HWY 157,1.20,1958,415.79,R2,4 Steel Continuous,02 Stringer/Girder
08321,2,Rehab+,45.05549,-123.49139,DS2,Potentially Seismically Vulnerable,039,Salmon River Hwy,27.28,03,Hwy 39 over Hwy 30,OR 18 (HWY 39),HWY 30,1.20,1958,258.00,R2,2 Concrete Continuous,02 Stringer/Girder
0M022,2,Retrofit,45.06476,-123.47361,DS2,Potentially Seismically Vulnerable,039,Salmon River Hwy,28.38,03,"Culvert, Hwy 39 at MP 28.38",OR 18 (HWY 39),CREEK,1.20,1957,23.70,R2,2 Concrete Continuous,19 Culvert
08060,2,Rehab+,45.0785,-123.43806,DS3,Seismically Vulnerable,039,Salmon River Hwy,30.38,03,"Mill Creek, Hwy 39",OR 18 (HWY 39),MILL CREEK,1.20,1957,180.00,R2,2 Concrete Continuous,02 Stringer/Girder
08063,2,Rehab+,45.09477,-123.37528,DS2,Potentially Seismically Vulnerable,039,Salmon River Hwy,33.64,03,"South Yamhill River, Hwy 39 at MP 33.64",OR 18 (HWY 39),SOUTH YAMHILL RIVER,10.44,1956,438.99,R2,2 Concrete Continuous,05 Multiple Box Beam
08064,2,Rehab+,45.09541,-123.37194,DS2,Potentially Seismically Vulnerable,039,Salmon River Hwy,33.82,03,Hwy 39 over Hwy 157 EB,OR 18 (HWY 39) ,HWY 157 EB,1.20,1959,259.00,R2,2 Concrete Continuous,02 Stringer/Girder
03114,2,Reconstruct,45.1074,-123.33,DS2,Potentially Seismically Vulnerable,039,Salmon River Hwy,36.06,03,"Deer Creek, Hwy 39",OR 18 (HWY 39),DEER CREEK,10.44,1941,150.00,R2,2 Concrete Continuous,02 Stringer/Girder
02404A,2,Retrofit,45.12709,-123.3025,DS5,Seismically Vulnerable,039,Salmon River Hwy,37.98,03,"Muddy Creek, Hwy 39",OR 18 (HWY 39),MUDDY CREEK,10.44,1978,99.00,R2,5 Prestressed Concrete,01 Slab
08950,2,Rehab+,45.18991,-123.21611,DS2,Potentially Seismically Vulnerable,039,Salmon River Hwy,44.06,03,Hwy 39 EB Conn to Hwy 1W over Hwy 39 WB,OR 18 (HWY 39) CON,HWY 39 WB,1.00,1964,278.00,R2,2 Concrete Continuous,05 Multiple Box Beam
08688,2,Retrofit,45.1909,-123.20083,DS2,Potentially Seismically Vulnerable,039,Salmon River Hwy,44.79,03,Hwy 39 over WPRR,OR 18 (HWY 39),WPRR,1.00,1964,170.00,R2,2 Concrete Continuous,02 Stringer/Girder
08490,2,Rehab+,45.19661,-123.18639,DS5,Seismically Vulnerable,039,Salmon River Hwy,45.63,03,"South Yamhill River, Hwy 39 at MP 45.63",OR 18 (HWY 39),S YAMHILL RIVER,1.00,1963,324.20,R2,3 Steel,02 Stringer/Girder
08492,2,Rehab+,45.19773,-123.18417,DS5,Seismically Vulnerable,039,Salmon River Hwy,45.76,03,"Yamhill River Oflow, Hwy 39",OR 18 (HWY 39),YAMHILL RIVER OFLOW,1.00,1963,300.00,R2,1 Concrete,02 Stringer/Girder
08013,2,Retrofit,45.22508,-123.08056,DS2,Potentially Seismically Vulnerable,039,Salmon River Hwy,51.38,03,Hwy 39 over Hwy 150,OR 18 (HWY 39),OR 221 (HWY 150),1.00,1957,110.00,R2,2 Concrete Continuous,02 Stringer/Girder
08003,2,Rehab+,45.2267,-123.0775,DS4,Seismically Vulnerable,039,Salmon River Hwy,51.57,03,"Yamhill River, Hwy 39 (Dayton)",OR 18 (HWY 39),YAMHILL RIVER,1.00,1957,628.99,R2,4 Steel Continuous,02 Stringer/Girder
00849A,1,Rehab+,45.67638,-120.83583,DS2,Potentially Seismically Vulnerable,042,Sherman Hwy,-0.43,09,"Columbia River, Hwy 42 (Biggs Rapids, Sam Hill)",US 97 (HWY 042),COLUMBIA R. BIGGS,36.66,1962,2566.97,R4,3 Steel,10 Truss-Thru
08855,1,Retrofit,45.66786,-120.82611,DS2,Potentially Seismically Vulnerable,042,Sherman Hwy,0.39,09,"Spanish Hollow Creek, Hwy 42 at MP 0.39",US 97 (HWY 042),SPANISH HOLLOW,6.50,1962,393.00,R4,5 Prestressed Concrete,02 Stringer/Girder
08893,1,Rehab+,45.64744,-120.80472,DS2,Potentially Seismically Vulnerable,042,Sherman Hwy,2.37,09,"Spanish Hollow Creek, Hwy 42 at MP 2.37",US 97 (HWY 042),SPANISH HOLLOW CREEK,6.50,1963,130.00,R4,2 Concrete Continuous,02 Stringer/Girder
08894,1,Rehab+,45.6479,-120.8025,DS2,Potentially Seismically Vulnerable,042,Sherman Hwy,2.48,09,"Spanish Hollow Creek, Hwy 42 at MP 2.48",US 97 (HWY 042),SPANISH HOLLOW CREEK,6.50,1963,165.00,R4,2 Concrete Continuous,02 Stringer/Girder
08895,1,Retrofit,45.64562,-120.79083,DS2,Potentially Seismically Vulnerable,042,Sherman Hwy,3.1,09,"Spanish Hollow Creek, Hwy 42 at MP 3.11",US 97 (HWY 042),SPANISH HOLLOW CREEK,14.00,1963,336.00,R4,5 Prestressed Concrete,02 Stringer/Girder
08896,1,Rehab+,45.64465,-120.78806,DS2,Potentially Seismically Vulnerable,042,Sherman Hwy,3.25,09,"Spanish Hollow Creek, Hwy 42 at MP 3.25",US 97 (HWY 042),SPANISH HOLLOW CREEK,6.50,1963,332.00,R4,5 Prestressed Concrete,02 Stringer/Girder
09997,1,Retrofit,45.62179,-120.74278,DS2,Potentially Seismically Vulnerable,042,Sherman Hwy,6.2,09,"Spanish Hollow Creek, Hwy 42 at MP 6.20",US 97 (HWY 042),SPANISH HOLLOW CREEK,10.00,1973,132.00,R4,5 Prestressed Concrete,01 Slab
09998,1,Retrofit,45.61352,-120.7325,DS2,Potentially Seismically Vulnerable,042,Sherman Hwy,6.98,09,"Spanish Hollow Creek, Hwy 42 at MP 6.98",US 97 (HWY 042),SPANISH HOLLOW CREEK,4.25,1973,122.00,R4,5 Prestressed Concrete,01 Slab
01683,2,Reconstruct,43.6963,-124.03083,DS4,Seismically Vulnerable,045,Umpqua Hwy,4.11,07,"Koepke Slough, Hwy 45",OR 38 (HWY 045),KOEPKE SLOUGH,123.65,1933,24.00,R3,2 Concrete Continuous,19 Culvert
01685A,2,Retrofit,43.69345,-123.99944,DS5,Seismically Vulnerable,045,Umpqua Hwy,5.76,07,"Dean Creek, Hwy 45",OR 38 (HWY 045),DEAN CREEK,123.65,1981,174.00,R3,5 Prestressed Concrete,01 Slab
01688A,2,Retrofit,43.6547,-123.87556,DS3,Seismically Vulnerable,045,Umpqua Hwy,13.24,07,"Mill Creek, Hwy 45",OR 38 (HWY 045),MILL CREEK,123.65,1952,200.00,R3,2 Concrete Continuous,04 Tee Beam
01318,2,Reconstruct,43.65415,-123.825,DS4,Seismically Vulnerable,045,Umpqua Hwy,16.43,07,"Umpqua River, Hwy 45 (Scottsburg)",OR 38 (HWY 045),UMPQUA RIVER@ SCOTTSBURG,11.93,1929,842.99,R3,4 Steel Continuous,10 Truss-Thru
01697,2,Reconstruct,43.67234,-123.65194,DS3,Seismically Vulnerable,045,Umpqua Hwy,28.28,07,"Paradise Creek, Hwy 45",OR 38 (HWY 045),PARADISE CREEK,11.93,1932,199.52,R3,2 Concrete Continuous,04 Tee Beam
07471B,2,Retrofit,43.70741,-123.22778,DS4,Seismically Vulnerable,045,Umpqua Hwy,56.45,07,"Pass Creek, Hwy 45",OR 38 (HWY 045),PASS CREEK,30.00,1981,150.00,R3,6 P/S Conc Continuous,02 Stringer/Girder
02601,3,Reconstruct,45.90219,-123.85972,DS4,Seismically Vulnerable,047,Sunset Hwy,4.4,01,"Necanicum River, Hwy 47 at MP 4.40 (Black)",US 26 (HWY 47),NECANICUM RIVER,25.07,1939,180.00,R2,2 Concrete Continuous,04 Tee Beam
03095,3,Rehab+,45.90801,-123.83139,DS4,Seismically Vulnerable,047,Sunset Hwy,5.85,01,"Lindsley Creek, Hwy 47",US 26 (HWY 47),LINDSLEY CREEK,29.55,1955,36.00,R2,1 Concrete,22 Channel Beam
06524,3,Reconstruct,45.9081,-123.80667,DS3,Seismically Vulnerable,047,Sunset Hwy,7.07,01,"North Fork Necanicum River, Hwy 47 at MP 7.07",US 26 (HWY 47),N FORK NECANICUM RIVER,29.90,1942,100.00,R2,2 Concrete Continuous,03 Girder-Floorbeam
03099,3,Retrofit,45.90701,-123.78333,DS3,Seismically Vulnerable,047,Sunset Hwy,8.22,01,"Little Humbug Creek, Hwy 47",US 26 (HWY 47),LITTLE HUMBUG CREEK,29.55,1956,36.00,R2,1 Concrete,22 Channel Beam
01832,3,Reconstruct,45.88889,-123.62056,DS3,Seismically Vulnerable,047,Sunset Hwy,17.37,01,"East Fork Humbug Creek, Hwy 47",US 26 (HWY 47),E. FORK HUMBUG CREEK,34.70,1934,79.00,R2,7 Wood or Timber,02 Stringer/Girder
