incident,product,year,railroad,product_name,damages,gallons
I-1990040650,UN3065,1990,UNION PACIFIC RAILROAD COMPANY INC,ALCOHOLIC BEVERAGES,16081,5944.0
I-1990050077,UN1830,1990,CSX TRANSPORTATION  INC.,SULFURIC ACID,0,8000.0
I-1990050650,UN1267,1990,BUFFALO & PITTSBURGH RAILROAD  INC.,PETROLEUM CRUDE OIL,26788860,125682.0
I-1990050650,UN1824,1990,BUFFALO & PITTSBURGH RAILROAD  INC.,SODIUM HYDROXIDE  SOLUTION,2976540,13562.0
I-1990060603,UN1830,1990,VANDER LIND & ASSOCIATES INC,SULFURIC ACID,29500,2000.0
I-1990070133,UN2582,1990,CSX TRANSPORTATION  INC.,FERRIC CHLORIDE  SOLUTION,25000,4500.0
I-1990070205,NA1993,1990,ALASKA RAILROAD CORPORATION,FUEL OIL  NO. 1  2  4  5  OR 6,23947352,89600.0
I-1990070205,UN1863,1990,ALASKA RAILROAD CORPORATION,FUEL  AVIATION  TURBINE ENGINE,20953933,78400.0
I-1990070365,UN1789,1990,THE ATCHISON TOPEKA AND SANTA FE RAILWAY COMPANY THE,HYDROCHLORIC ACID  SOLUTION,16000,1035.0
I-1990080222,UN1824,1990,CSX TRANSPORTATION  INC.,SODIUM HYDROXIDE  SOLUTION,52000,4800.0
I-1990090269,UN1830,1990,SOUTHERN PACIFIC TRANSPORT,SULFURIC ACID,77000,9000.0
I-1990090538,UN1789,1990,CSX TRANSPORTATION  INC.,HYDROCHLORIC ACID  SOLUTION,0,8800.0
I-1990101180,UN1830,1987,SOUTHERN PACIFIC TRANSPORTATION,SULFURIC ACID,0,13165.0
I-1990101182,UN1830,1989,RIO GRANDE LAND COMPANY INC,SULFURIC ACID,452742,22000.0
I-1990110121,UN2032,1990,UNION PACIFIC RAILROAD COMPANY INC,NITRIC ACID  RED FUMING,266500,4600.0
I-1990110125,UN1805,1990,UNION PACIFIC RAILROAD COMPANY INC,PHOSPHORIC ACID SOLUTION,7500,4880.0
I-1990110500,UN1230,1990,CSX TRANSPORTATION  INC.,METHANOL,0,60000.0
I-1990110521,UN1294,1990,CSX TRANSPORTATION  INC.,TOLUENE,1371400,15000.0
I-1990110521,UN1307,1990,CSX TRANSPORTATION  INC.,XYLENES,1371400,20000.0
I-1990110523,UN1888,1990,CSX TRANSPORTATION  INC.,CHLOROFORM,3492000,37000.0
I-1990120326,UN1075,1990,THE ATCHISON TOPEKA AND SANTA FE RAILWAY COMPANY THE,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,2500.0
I-1991010276,UN1270,1990,CSX TRANSPORTATION  INC.,PETROLEUM OIL,0,20000.0
I-1991010472,UN1993,1990,UNION PACIFIC RAILROAD COMPANY INC,FLAMMABLE LIQUIDS  N.O.S.,500,1004.0
I-1991020259,UN2789,1991,NORTH SOUTHERN RAILROAD CO,ACETIC ACID  GLACIAL OR ACETIC ACID SOLUTION  WITH MORE THAN 80 PERCENT ACID  BY MASS,3500,2000.0
I-1991030217,UN1270,1991,ILLINOIS CENTRAL RAILROAD COMPANY,PETROLEUM OIL,45000,13034.0
I-1991030554,UN1830,1991,CHEMICAL SALES CO  INC,SULFURIC ACID,24612,1200.0
I-1991040666,UN1863,1991,ALASKA RAILROAD CORPORATION,FUEL  AVIATION  TURBINE ENGINE,70000,20123.0
I-1991040703,NA1993,1991,BNSF RAILWAY COMPANY,COMBUSTIBLE LIQUID  N.O.S.,147800,18075.0
I-1991040703,UN1832,1991,BNSF RAILWAY COMPANY,SULFURIC ACID  SPENT,147800,4000.0
I-1991060655,UN2187,1991,LIQUID CARBONIC,CARBON DIOXIDE  REFRIGERATED LIQUID,4000,5000.0
I-1991060844,UN1193,1990,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,METHYL ETHYL KETONE,37000,3200.0
I-1991060959,NA1760,1991,BNSF RAILWAY COMPANY,FERROUS CHLORIDE  SOLUTION,1012000,20000.0
I-1991070139,UN1230,1991,BURLINGTON NORTHERN RAILROAD COMPANY,METHANOL,178000,29000.0
I-1991070202,UN2187,1991,CSX TRANSPORTATION  INC.,CARBON DIOXIDE  REFRIGERATED LIQUID,0,20000.0
I-1991070289,UN1814,1991,RICHMOND FREDERICKSBG PTMC RR,POTASSIUM HYDROXIDE  SOLUTION,0,1001.0
I-1991070452,UN1760,1991,UNION PACIFIC RAILROAD COMPANY INC,CORROSIVE LIQUIDS  N.O.S.,607000,6000.0
I-1991070510,UN1760,1991,UNION PACIFIC CORPORATION,CORROSIVE LIQUIDS  N.O.S.,0,10000.0
I-1991070740,UN1255,1991,UNION PACIFIC RAILROAD COMPANY INC,NAPHTHA  PETROLEUM,292000,28797.0
I-1991070744,UN1805,1991,CSX TRANSPORTATION  INC.,PHOSPHORIC ACID SOLUTION,0,3500.0
I-1991080001,UN1830,1991,PORT TERMNL RR ASO,SULFURIC ACID,0,13000.0
I-1991080076,UN2582,1991,CONSOLIDATED RAIL CORPORATION,FERRIC CHLORIDE  SOLUTION,19000,1450.0
I-1991080077,UN1760,1991,CONSOLIDATED RAIL CORPORATION,CORROSIVE LIQUIDS  N.O.S.,9850,1500.0
I-1991080654,UN1230,1991,BURLINGTON NORTHERN RAILROAD COMPANY,METHANOL,159993,26900.0
I-1991080757,UN1830,1991,SOUTHERN PACIFIC TRANSPORTATION INC,SULFURIC ACID,85073,13661.0
I-1991081080,UN2030,1991,SOUTHERN PACIFIC TRANSPORTATION,HYDRAZINE HYDRATE OR HYDRAZINE AQUEOUS SOLUTIONS  WITH NOT MORE THAN 64 PERCENT HYDRAZINE  BY MASS,425000,1383.0
I-1991090693,UN1018,1991,PADUCAH & LOUISVILLE RAILWAY,CHLORODIFLUOROMETHANE OR REFRIGERANT GAS R 22,35650,5280.0
I-1991090739,NA1986,1991,BNSF RAILWAY COMPANY,DENATURED ALCOHOL,1290000,59377.5
I-1991100255,UN2187,1991,UNION PACIFIC RAILROAD COMPANY INC,CARBON DIOXIDE  REFRIGERATED LIQUID,3715,3750.0
I-1991100259,UN2187,1991,UNION PACIFIC RAILROAD COMPANY INC,CARBON DIOXIDE  REFRIGERATED LIQUID,1700,10000.0
I-1991100356,NA2448,1991,NORFOLK FRANKLIN & DANVILLE RAILWAY COMPANY INC,SULFUR  MOLTEN,89202,18526.0
I-1991100408,UN1951,1991,UNION PACIFIC RAILROAD COMPANY INC,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),43200,17000.0
I-1991110006,UN1830,1991,B P PRODUCTS NORTH AMERICA INC,SULFURIC ACID,0,6094.0
I-1991110375,UN1255,1991,CSX TRANSPORTATION  INC.,NAPHTHA  PETROLEUM,17000,6562.0
I-1991110483,UN1805,1991,UNION PACIFIC RAILROAD COMPANY INC,PHOSPHORIC ACID SOLUTION,74396,1795.0
I-1991110560,UN1778,1991,CSX TRANSPORTATION  INC.,FLUOROSILICIC ACID,49500,9942.0
I-1991120371,NA1993,1991,NORTH SOUTHERN RAILROAD CO,FUEL OIL,59200,5500.0
I-1992010436,UN1075,1991,BURLINGTON RESOURCES OIL & GAS COMPANY LP,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,15000,31514.662
I-1992020625,UN2078,1992,SOUTHERN PACIFIC TRANSPORTATION,TOLUENE DIISOCYANATE,2015000,7800.0
I-1992030641,UN1219,1992,CSX TRANSPORTATION  INC.,ISOPROPANOL OR ISOPROPYL ALCOHOL,316800,5174.0
I-1992040387,UN1830,1992,BURLINGTON RESOURCES OIL & GAS COMPANY LP,SULFURIC ACID,31000,3000.0
I-1992050596,UN1824,1992,ST LAWRENCE & ATLANTIC RR,SODIUM HYDROXIDE  SOLUTION,2363658,6000.0
I-1992060410,NA9188,1992,UNION PACIFIC RAILROAD COMPANY INC,HAZARDOUS SUBSTANCE  LIQUID OR SOLID  N.O.S. OR ORM-E  LIQUID OR SOLID  N.O.S.,636000,41329.0
I-1992060476,NA2922,1992,BNSF RAILWAY COMPANY,SODIUM HYDROSULFIDE  SOLUTION,233000,14000.0
I-1992070068,UN2218,1992,SOUTHERN PACIFIC TRANSPORTATION INC,ACRYLIC ACID  STABILIZED,200000,20272.0
I-1992070213,UN1789,1992,ILLINOIS CENTRAL RR,HYDROCHLORIC ACID  SOLUTION,50247,1222.8
I-1992070397,UN1814,1992,VAN WATERS & ROGERS,POTASSIUM HYDROXIDE  SOLUTION,3300,2750.0
I-1992070883,UN1993,1992,BNSF RAILWAY COMPANY,FLAMMABLE LIQUIDS  N.O.S.,4022300,21850.0
I-1992080279,UN2187,1992,LIQUID CARBONICS CORP,CARBON DIOXIDE  REFRIGERATED LIQUID,1680,19543.75
I-1992080677,UN2187,1992,CSX TRANSPORTATION  INC.,CARBON DIOXIDE  REFRIGERATED LIQUID,10000,17000.0
I-1992081159,UN1005,1992,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,AMMONIA ANHYDROUS,0,19966.25
I-1992090090,UN1760,1992,UNION PACIFIC RAILROAD COMPANY INC,CORROSIVE LIQUIDS  N.O.S.,300000,3190.0
I-1992090948,UN2187,1992,CSX TRANSPORTATION  INC.,CARBON DIOXIDE  REFRIGERATED LIQUID,0,18500.0
I-1992100119,NA1993,1992,IOWA INTERSTATE RAILROAD  LTD.,DIESEL FUEL,1900,1500.0
I-1992100702,NA1993,1992,CSX TRANSPORTATION  INC.,COMBUSTIBLE LIQUID  N.O.S.,0,4000.0
I-1992110504,UN1230,1992,BNSF RAILWAY COMPANY,METHANOL,726570,43970.0
I-1992110708,UN2209,1992,THE DOW CHEMICAL COMPANY,FORMALDEHYDE SOLUTION (FLASH POINT MORE THAN 141 DEG F.; IN CONTAINERS OVER 110 GALLONS),300580,1250.0
I-1992120062,UN2489,1992,SOUTHERN PACIFIC LINES,DIPHENYLMETHANE-4 4DIISOCYANATE,0,1500.0
I-1993010342,UN1830,1992,BNSF RAILWAY COMPANY,SULFURIC ACID,103500,10000.0
I-1993010621,UN1805,1993,CSX TRANSPORTATION  INC.,PHOSPHORIC ACID SOLUTION,0,2000.0
I-1993030524,UN1830,1993,SOUTHERN PACIFIC TRANSPORTATION INC,SULFURIC ACID,2420000,67500.0
I-1993040067,UN1824,1993,CONSOLIDATED RAIL CORPORATION,SODIUM HYDROXIDE  SOLUTION,36000,4000.0
I-1993050146,UN2015,1993,SOUTHERN PACIFIC TRANSPORTATION,HYDROGEN PEROXIDE  STABILIZED OR HYDROGEN PEROXIDE AQUEOUS SOLUTIONS  STABILIZED WITH MORE THAN 60 PERCENT HYDROGEN PEROXIDE,10000,2660.0
I-1993050589,UN2187,1993,UNION PACIFIC RAILROAD COMPANY INC,CARBON DIOXIDE  REFRIGERATED LIQUID,0,19771.0
I-1993070398,UN1193,1993,NORFOLK SOUTHERN RAILWAY COMPANY,METHYL ETHYL KETONE,96000,27910.0
I-1993070408,UN1230,1993,CSX TRANSPORTATION  INC.,METHANOL,0,5000.0
I-1993070408,UN1789,1993,CSX TRANSPORTATION  INC.,HYDROCHLORIC ACID  SOLUTION,0,18000.0
I-1993070410,NA1986,1993,BURLINGTON NORTHERN (MANITOBA) LIMITED,DENATURED ALCOHOL,745205,124233.0
I-1993080729,UN1805,1993,BURLINGTON NORTHERN (MANITOBA) LIMITED,PHOSPHORIC ACID SOLUTION,1526946,35309.0
I-1993081151,UN2582,1993,CONSOLIDATED RAIL CORPORATION,FERRIC CHLORIDE  SOLUTION,7800,2500.0
I-1993081537,UN1760,1993,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,CORROSIVE LIQUIDS  N.O.S.,42000,18000.0
I-1993090052,UN1789,1993,UNION PACIFIC RAILROAD COMPANY INC,HYDROCHLORIC ACID  SOLUTION,75000,19827.0
I-1993090331,UN1230,1993,SOUTHERN PACIFIC TRANSPORTATION INC,METHANOL,0,1602.0
I-1993090886,UN1805,1993,UNION PACIFIC RAILROAD COMPANY INC,PHOSPHORIC ACID SOLUTION,1200,2000.0
I-1993100532,NA9188,1993,NORFOLK SOUTHERN RAILWAY COMPANY,HAZARDOUS SUBSTANCE  LIQUID OR SOLID  N.O.S. OR ORM-E  LIQUID OR SOLID  N.O.S.,106000,6000.0
I-1993101035,UN1303,1993,CSX TRANSPORTATION  INC.,VINYLIDENE CHLORIDE  STABILIZED,375000,23000.0
I-1993110008,UN2187,1993,BURLINGTON NORTHERN (MANITOBA) LIMITED,CARBON DIOXIDE  REFRIGERATED LIQUID,3700,20000.0
I-1993110442,UN1265,1993,MIDDLETOWN & NEW JERSEY RAILWAY CO INC,N-PENTANES,3146,2348.0
I-1994010496,UN1230,1993,SOUTHERN PACIFIC LINES,METHANOL,0,36161.875
I-1994010788,UN1805,1993,UNION PACIFIC RAILROAD COMPANY INC,PHOSPHORIC ACID SOLUTION,22000,4000.0
I-1994010939,UN1993,1993,UNION PACIFIC RAILROAD COMPANY INC,FLAMMABLE LIQUIDS  N.O.S.,0,17000.0
I-1994020399,UN1715,1993,ILLINOIS CENTRAL RAILROAD COMPANY,ACETIC ANHYDRIDE,8000,2500.0
I-1994020777,NA1993,1994,UNION PACIFIC RAILROAD COMPANY INC,COMBUSTIBLE LIQUID  N.O.S.,10019,6089.0
I-1994020863,UN1265,1994,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,N-PENTANES,2000,1350.0
I-1994030537,UN1230,1994,CONSOLIDATED RAIL CORPORATION,METHANOL,241000,30000.0
I-1994030681,UN1075,1994,SOO LINE RAILROAD COMPANY,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,1200000,17891.375
I-1994030796,UN1247,1994,CONSOLIDATED RAIL CORPORATION,METHYL METHACRYLATE MONOMER  STABILIZED,1010000,7000.0
I-1994040204,UN1153,1994,INDIANA HARBOR BELT RAILROAD CO,ETHYLENE GLYCOL DIETHYL ETHER,55000,8675.0
I-1994050444,UN1265,1994,NORFOLK SOUTHERN RAILWAY COMPANY,N-PENTANES,10900,1500.0
I-1994061486,UN2187,1994,CSX TRANSPORTATION  INC.,CARBON DIOXIDE  REFRIGERATED LIQUID,0,18000.0
I-1994070243,UN1553,1994,NORFOLK SOUTHERN RAILWAY COMPANY,ARSENIC ACID  LIQUID,5255000,3000.0
I-1994070301,UN1005,1994,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,AMMONIA ANHYDROUS,0,1227.5
I-1994070323,UN1256,1994,CSX TRANSPORTATION  INC.,NAPHTHA  SOLVENT,0,2800.0
I-1994070361,UN1184,1994,KANSAS CITY SOUTHERN,ETHYLENE DICHLORIDE,0,6964.5
I-1994080005,UN3257,1994,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),2400,1500.0
I-1994080011,UN1951,1994,CONSOLIDATED RAIL CORPORATION,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),500,2200.0
I-1994081266,UN1789,1994,UNION PACIFIC RAILROAD COMPANY INC,HYDROCHLORIC ACID  SOLUTION,0,31000.0
I-1994090475,UN1832,1994,ILLINOIS CENTRAL RAILROAD COMPANY,SULFURIC ACID  SPENT,2450000,1250.0
I-1994091172,UN1897,1994,ILLINOIS CENTRAL RAILROAD COMPANY,TETRACHLOROETHYLENE,3324476,29700.0
I-1994091177,UN1951,1994,UNION PACIFIC RAILROAD COMPANY INC,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),2935,2610.0
I-1994091331,UN1301,1994,CONSOLIDATED RAIL CORPORATION,VINYL ACETATE  STABILIZED,925000,12000.0
I-1994091376,UN1993,1994,BURLINGTON NORTHERN (MANITOBA) LIMITED,FLAMMABLE LIQUIDS  N.O.S.,1254100,10000.0
I-1994100449,NA1993,1994,CHICAGO  CENTRAL & PACIFIC RAILROAD COMPANY,COMBUSTIBLE LIQUID  N.O.S.,75000,16000.0
I-1994100679,NA1270,1994,THE BELT RAILWAY COMPANY OF CHICAGO,PETROLEUM OIL,131320,23800.0
I-1994100949,UN2187,1994,LIQUID CARBONIC CORPORATION (DEL),CARBON DIOXIDE  REFRIGERATED LIQUID,825,8750.0
I-1994110339,UN1230,1994,BURLINGTON NORTHERN (MANITOBA) LIMITED,METHANOL,222100,17000.0
I-1994111232,UN1075,1994,NORFOLK SOUTHERN RAILWAY COMPANY,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,0,1150.0
I-1995010449,NA1987,1994,BURLINGTON NORTHERN (MANITOBA) LIMITED,DENATURED ALCOHOL,101050,23000.0
I-1995010465,UN1830,1994,COPPER BASIN RAILWAY INC.,SULFURIC ACID,135000,4000.0
I-1995020462,NA1993,1995,BURLINGTON NORTHERN (MANITOBA) LIMITED,FUEL OIL,2500,2436.0
I-1995020552,UN3257,1995,UNION PACIFIC RAILROAD COMPANY INC,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),14400,22000.0
I-1995020665,UN1219,1995,TERMINAL RAILROAD ASSN OF ST LOUIS,ISOPROPANOL OR ISOPROPYL ALCOHOL,97000,9854.0
I-1995020869,UN1993,1995,BURLINGTON NORTHERN (MANITOBA) LIMITED,FLAMMABLE LIQUIDS  N.O.S.,249000,5000.0
I-1995030388,UN1230,1995,BURLINGTON NORTHERN (MANITOBA) LIMITED,METHANOL,11616,1800.0
I-1995030880,UN1760,1995,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,CORROSIVE LIQUIDS  N.O.S.,330000,10000.0
I-1995050314,UN1830,1995,CSX TRANSPORTATION  INC.,SULFURIC ACID,0,4000.0
I-1995050318,UN1789,1995,FRONTIER CHEMICAL CREDIT UNION,HYDROCHLORIC ACID  SOLUTION,1500,3300.0
I-1995050319,UN1789,1995,PORT TERMNL RR ASO,HYDROCHLORIC ACID  SOLUTION,0,3000.0
I-1995050474,UN1824,1995,UNION PACIFIC RAILROAD COMPANY INC,SODIUM HYDROXIDE  SOLUTION,87500,1500.0
I-1995050474,UN1846,1995,UNION PACIFIC RAILROAD COMPANY INC,CARBON TETRACHLORIDE,87500,3300.0
I-1995060144,UN1230,1995,CONSOLIDATED RAIL CORPORATION,METHANOL,491516,18185.0
I-1995060249,UN2187,1995,CSX TRANSPORTATION  INC.,CARBON DIOXIDE  REFRIGERATED LIQUID,0,2500.0
I-1995061149,NA1993,1995,BUFFALO & PITTSBURGH RAILROAD  INC.,FUEL OIL,352000,27000.0
I-1995061353,UN1830,1995,PLANT EQUIPMENT  INC,SULFURIC ACID,37333,4200.0
I-1995070559,UN1805,1995,UNION PACIFIC RAILROAD COMPANY INC,PHOSPHORIC ACID SOLUTION,11050,1407.0
I-1995071159,UN1993,1995,BURLINGTON NORTHERN (MANITOBA) LIMITED,FLAMMABLE LIQUIDS  N.O.S.,400000,15000.0
I-1995071186,UN3257,1995,NORFOLK SOUTHERN RAILWAY COMPANY,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),454380,37025.0
I-1995071423,UN1863,1995,MONTANA RAIL LINK  INC.,FUEL  AVIATION  TURBINE ENGINE,173517,16700.0
I-1995080051,NA1993,1995,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,COMBUSTIBLE LIQUID  N.O.S.,55000,1600.0
I-1995090784,UN1139,1995,CSX TRANSPORTATION  INC.,COATING SOLUTION ( INCLUDES SURFACE TREATMENTS OR COATINGS USED FOR INDUSTRIAL OR OTHER PURPOSES SUCH AS VEHICLE UNDERCOATING  DRUM OR BARREL LINING ),0,1300.0
I-1995110598,UN1993,1995,SOUTHERN PACIFIC TRANSPORTATION INC,FLAMMABLE LIQUIDS  N.O.S.,56500,7685.0
I-1995111056,UN1018,1995,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,CHLORODIFLUOROMETHANE OR REFRIGERANT GAS R 22,166155,18894.375
I-1995120211,UN1824,1995,CSX TRANSPORTATION  INC.,SODIUM HYDROXIDE  SOLUTION,1154200,24000.0
I-1995120262,UN1951,1995,BURLINGTON NORTHERN (MANITOBA) LIMITED,ARGON  REFRIGERATED LIQUID (CRYOGENIC LIQUID),27000,17115.0
I-1996010453,UN1824,1995,CONSOLIDATED RAIL CORPORATION,SODIUM HYDROXIDE  SOLUTION,107000,11500.0
I-1996010872,UN1005,1996,ILLINOIS CENTRAL RAILROAD COMPANY,AMMONIA ANHYDROUS,115600,10505.0
I-1996010937,UN1129,1995,CONSOLIDATED RAIL CORPORATION,BUTYRALDEHYDE,3195979,23014.25
I-1996020161,UN1268,1996,UNION PACIFIC RAILROAD COMPANY INC,PETROLEUM DISTILLATES  N.O.S. OR PETROLEUM PRODUCTS  N.O.S.,40000,23000.0
I-1996020927,UN1131,1996,NORFOLK SOUTHERN RAILWAY COMPANY,CARBON DISULFIDE,1040000,8000.0
I-1996030174,UN1268,1996,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,PETROLEUM DISTILLATE,300000,24080.125
I-1996030174,UN1987,1996,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,ALCOHOLS  N.O.S.,300000,24207.25
I-1996030174,UN1993,1996,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,FLAMMABLE LIQUIDS  N.O.S.,300000,19750.0
I-1996030307,UN1005,1996,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,AMMONIA ANHYDROUS,2000,10000.0
I-1996030915,UN1075,1996,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,13750,3500.0
I-1996040334,UN1075,1996,CONSOLIDATED RAIL CORPORATION,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,35000,31451.525
I-1996040365,UN1075,1996,WISCONSIN CENTRAL LTD.,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,23240000,217372.375
I-1996040365,UN1824,1996,WISCONSIN CENTRAL LTD.,SODIUM HYDROXIDE  SOLUTION,3320000,21936.75
I-1996040588,NA1986,1996,BURLINGTON NORTHERN (MANITOBA) LIMITED,DENATURED ALCOHOL,92600,30000.0
I-1996040591,UN1005,1996,BURLINGTON NORTHERN (MANITOBA) LIMITED,AMMONIA  ANHYDROUS  LIQUEFIED OR AMMONIA SOLUTIONS RELATIVE DENSITY LESS THAN .880 AT 15 DEGREES C IN WATER  WITH MORE THAN 50 PERCENT AMMONIA,436000,15000.0
I-1996040591,UN1075,1996,BURLINGTON NORTHERN (MANITOBA) LIMITED,PETROLEUM GASES  LIQUEFIED OR LIQUEFIED PETROLEUM GAS,436000,16875.0
I-1996040679,UN1760,1996,S PB CHEMICAL CORP,CORROSIVE LIQUIDS  N.O.S.,5078,11797.0
I-1996050066,UN1789,1996,CSX TRANSPORTATION  INC.,HYDROCHLORIC ACID  SOLUTION,35000,15000.0
I-1996050300,UN1017,1996,MONTANA RAIL LINK  INC.,CHLORINE,10000000,16250.0
I-1996050300,UN1814,1996,MONTANA RAIL LINK  INC.,POTASSIUM HYDROXIDE  SOLUTION,10000000,17000.0
I-1996050945,UN3257,1996,ALCOA RUSSIA  INC,ELEVATED TEMPERATURE LIQUID  N.O.S.  AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS  MOLTEN SALTS  ETC.),27000,2000.0
I-1996051102,NA1993,1996,SOUTHERN PACIFIC TRANSPORTATION INC,COMBUSTIBLE LIQUID  N.O.S.,0,4000.0
I-1996060159,UN3077,1996,ARIZONA EASTERN RAILWAY COMPANY,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  SOLID  N.O.S.,561230,121091.0
I-1996060681,UN1993,1996,ATCHISON TOPEKA & SANTA FE RAILWAY C  THE,FLAMMABLE LIQUIDS  N.O.S.,32500,1705.0
I-1996060875,NA1993,1996,CSX TRANSPORTATION  INC.,DIESEL FUEL,0,1020.0
I-1996061282,UN2582,1996,FLEET TRANSPORT COMPANY  INC,FERRIC CHLORIDE  SOLUTION,0,3375.0
I-1996070551,NA1993,1996,UNION PACIFIC RAILROAD COMPANY INC,FUEL OIL (NO. 1  2  4  5  OR 6),34000,11074.0
I-1996080350,UN3082,1996,KANSAS CITY SOUTHERN,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  LIQUID  N.O.S.,403200,35000.0
I-1996100528,UN1805,1996,UNION PACIFIC RAILROAD COMPANY INC,PHOSPHORIC ACID SOLUTION,5500,2000.0
I-1996111042,UN2078,1996,ILLINOIS CENTRAL RAILROAD COMPANY,TOLUENE DIISOCYANATE,608394,20869.0
I-1996120074,UN3082,1996,BURLINGTON NORTHERN (MANITOBA) LIMITED,ENVIRONMENTALLY HAZARDOUS SUBSTANCES  LIQUID  N.O.S.,0,25000.0
I-1996120625,UN1830,1996,CSX TRANSPORTATION  INC.,SULFURIC ACID,0,1350.0
I-1997020208,UN2055,1996,NORFOLK SOUTHERN RAILWAY COMPANY,STYRENE MONOMER  STABILIZED,76000,5500.0
I-1997020244,NA1993,1997,BURLINGTON NORTHERN RAILROAD HOLDINGS  INC.,FUEL OIL  NO. 1  2  4  5  OR 6,35000,8000.0
I-1997020331,UN1830,1997,UNION PACIFIC RAILROAD COMPANY INC,SULFURIC ACID,0,2500.0
I-1997020509,UN1824,1997,WORTH CHEMICAL CORP,SODIUM HYDROXIDE  SOLUTION,2740,2725.0
I-1997020547,NA1987,1997,UNION PACIFIC RAILROAD COMPANY INC,DENATURED ALCOHOL,534000,29000.0
I-1997030119,UN1824,1997,BURLINGTON NORTHERN SANTA FE  LLC,SODIUM HYDROXIDE  SOLUTION,1591950,24000.0
I-1997030894,UN1114,1997,NORFOLK SOUTHERN RAILWAY COMPANY,BENZENE,92500,1628.0
I-1997041151,NA2448,1997,NORFOLK SOUTHERN RAILWAY COMPANY,SULFUR  MOLTEN,25000,3000.0
I-1997050477,UN2053,1997,GATEWAY WESTERN RAILWAY COMPANY INC,METHYL ISOBUTYL CARBINOL,244873,18184.0
I-1997060012,UN1789,1997,CSX TRANSPORTATION  INC.,HYDROCHLORIC ACID  SOLUTION,0,15000.0
I-1997060022,NA1993,1997,DOTHAN BNSF INC,FUEL OIL  NO. 1  2  4  5  OR 6,17000,2000.0
I-1997070381,UN1830,1996,SOUTHERN PACIFIC LINES,SULFURIC ACID,0,51351.0
I-1997070908,UN2398,1996,MARKET EXPRESS,METHYL TERT-BUTYL ETHER,52900,1477.0
I-1997071074,UN2187,1997,UNION PACIFIC RAILROAD COMPANY INC,CARBON DIOXIDE  REFRIGERATED LIQUID,0,19000.0
I-1997080184,UN2426,1997,NELSON BROTHERS  LLC,AMMONIUM NITRATE  LIQUID (HOT CONCENTRATED SOLUTION)          ),11759,18976.0
I-1997080347,UN1824,1997,CSX TRANSPORTATION  INC.,SODIUM HYDROXIDE  SOLUTION,13121076,41500.0
I-1997080347,UN2015,1997,CSX TRANSPORTATION  INC.,HYDROGEN PEROXIDE  STABILIZED OR HYDROGEN PEROXIDE AQUEOUS SOLUTIONS  STABILIZED WITH MORE THAN 60 PERCENT HYDROGEN PEROXIDE,3280269,1300.0
I-1997080351,UN1089,1997,CSX TRANSPORTATION  INC.,ACETALDEHYDE,970685,19000.0
I-1997080362,UN1789,1997,CSX TRANSPORTATION  INC.,HYDROCHLORIC ACID  SOLUTION,0,1100.0
I-1997080671,UN1991,1997,ILLINOIS CENTRAL RAILROAD COMPANY,CHLOROPRENE  STABILIZED,301490,1500.0
